"YEAR","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","OP_UNIQUE_CARRIER","TAIL_NUM","ORIGIN","ORIGIN_CITY_NAME","DEST","DEST_CITY_NAME","ARR_TIME","ARR_DELAY","ARR_DELAY_NEW","ARR_DEL15","CANCELLED","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY",
2019,2,5,2,"NK","N682NK","DFW","Dallas/Fort Worth, TX","LAS","Las Vegas, NV","1139",4.00,4.00,0.00,0.00,,,,,,
2019,2,6,3,"NK","N672NK","DFW","Dallas/Fort Worth, TX","LAS","Las Vegas, NV","1127",-8.00,0.00,0.00,0.00,,,,,,
2019,2,7,4,"NK","N667NK","DFW","Dallas/Fort Worth, TX","LAS","Las Vegas, NV","1205",30.00,30.00,1.00,0.00,0.00,0.00,30.00,0.00,0.00,
2019,2,8,5,"NK","N665NK","DFW","Dallas/Fort Worth, TX","LAS","Las Vegas, NV","1140",5.00,5.00,0.00,0.00,,,,,,
2019,2,9,6,"NK","N658NK","DFW","Dallas/Fort Worth, TX","LAS","Las Vegas, NV","1138",3.00,3.00,0.00,0.00,,,,,,
2019,2,10,7,"NK","N675NK","DFW","Dallas/Fort Worth, TX","LAS","Las Vegas, NV","1139",4.00,4.00,0.00,0.00,,,,,,
2019,2,11,1,"NK","N680NK","DFW","Dallas/Fort Worth, TX","LAS","Las Vegas, NV","1131",-4.00,0.00,0.00,0.00,,,,,,
2019,2,12,2,"NK","N682NK","DFW","Dallas/Fort Worth, TX","LAS","Las Vegas, NV","1137",2.00,2.00,0.00,0.00,,,,,,
2019,2,13,3,"NK","N678NK","DFW","Dallas/Fort Worth, TX","LAS","Las Vegas, NV","1126",-9.00,0.00,0.00,0.00,,,,,,
2019,2,14,4,"NK","N658NK","DFW","Dallas/Fort Worth, TX","LAS","Las Vegas, NV","1311",78.00,78.00,1.00,0.00,0.00,0.00,78.00,0.00,0.00,
2019,2,15,5,"NK","N673NK","DFW","Dallas/Fort Worth, TX","LAS","Las Vegas, NV","1215",22.00,22.00,1.00,0.00,0.00,0.00,22.00,0.00,0.00,
2019,2,16,6,"NK","N684NK","DFW","Dallas/Fort Worth, TX","LAS","Las Vegas, NV","1155",2.00,2.00,0.00,0.00,,,,,,
2019,2,17,7,"NK","N680NK","DFW","Dallas/Fort Worth, TX","LAS","Las Vegas, NV","1151",-2.00,0.00,0.00,0.00,,,,,,
2019,2,18,1,"NK","N682NK","DFW","Dallas/Fort Worth, TX","LAS","Las Vegas, NV","1204",11.00,11.00,0.00,0.00,,,,,,
2019,2,19,2,"NK","N673NK","DFW","Dallas/Fort Worth, TX","LAS","Las Vegas, NV","1204",11.00,11.00,0.00,0.00,,,,,,
2019,2,20,3,"NK","N677NK","DFW","Dallas/Fort Worth, TX","LAS","Las Vegas, NV","1150",-3.00,0.00,0.00,0.00,,,,,,
2019,2,21,4,"NK","N675NK","DFW","Dallas/Fort Worth, TX","LAS","Las Vegas, NV","",,,,1.00,,,,,,
2019,2,22,5,"NK","N684NK","DFW","Dallas/Fort Worth, TX","LAS","Las Vegas, NV","1146",-7.00,0.00,0.00,0.00,,,,,,
2019,2,23,6,"NK","N657NK","DFW","Dallas/Fort Worth, TX","LAS","Las Vegas, NV","1231",38.00,38.00,1.00,0.00,0.00,0.00,1.00,0.00,37.00,
2019,2,24,7,"NK","N670NK","DFW","Dallas/Fort Worth, TX","LAS","Las Vegas, NV","1153",0.00,0.00,0.00,0.00,,,,,,
2019,2,25,1,"NK","N680NK","DFW","Dallas/Fort Worth, TX","LAS","Las Vegas, NV","1141",-12.00,0.00,0.00,0.00,,,,,,
2019,2,26,2,"NK","N670NK","DFW","Dallas/Fort Worth, TX","LAS","Las Vegas, NV","1145",-8.00,0.00,0.00,0.00,,,,,,
2019,2,28,4,"NK","N684NK","DFW","Dallas/Fort Worth, TX","LAS","Las Vegas, NV","1159",6.00,6.00,0.00,0.00,,,,,,
2019,2,1,5,"NK","N687NK","LAS","Las Vegas, NV","DFW","Dallas/Fort Worth, TX","1705",-7.00,0.00,0.00,0.00,,,,,,
2019,2,2,6,"NK","N665NK","LAS","Las Vegas, NV","DFW","Dallas/Fort Worth, TX","1654",-18.00,0.00,0.00,0.00,,,,,,
2019,2,3,7,"NK","N661NK","LAS","Las Vegas, NV","DFW","Dallas/Fort Worth, TX","1654",-18.00,0.00,0.00,0.00,,,,,,
2019,2,4,1,"NK","N672NK","LAS","Las Vegas, NV","DFW","Dallas/Fort Worth, TX","1728",16.00,16.00,1.00,0.00,0.00,0.00,16.00,0.00,0.00,
