"YEAR","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","OP_UNIQUE_CARRIER","TAIL_NUM","ORIGIN","ORIGIN_CITY_NAME","DEST","DEST_CITY_NAME","ARR_TIME","ARR_DELAY","ARR_DELAY_NEW","ARR_DEL15","CANCELLED","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY",
2019,4,11,4,"AA","N359PX","ORD","Chicago, IL","LAS","Las Vegas, NV","2332",47.00,47.00,1.00,0.00,0.00,33.00,14.00,0.00,0.00,
2019,4,12,5,"AA","N945NN","ORD","Chicago, IL","LAS","Las Vegas, NV","2222",-23.00,0.00,0.00,0.00,,,,,,
2019,4,14,7,"AA","N969AN","ORD","Chicago, IL","LAS","Las Vegas, NV","",,,,1.00,,,,,,
2019,4,15,1,"AA","N906AN","ORD","Chicago, IL","LAS","Las Vegas, NV","2234",-11.00,0.00,0.00,0.00,,,,,,
2019,4,16,2,"AA","N952AA","ORD","Chicago, IL","LAS","Las Vegas, NV","2229",-16.00,0.00,0.00,0.00,,,,,,
2019,4,17,3,"AA","N338PK","ORD","Chicago, IL","LAS","Las Vegas, NV","2234",-11.00,0.00,0.00,0.00,,,,,,
2019,4,18,4,"AA","N974AN","ORD","Chicago, IL","LAS","Las Vegas, NV","2229",-16.00,0.00,0.00,0.00,,,,,,
2019,4,19,5,"AA","N995NN","ORD","Chicago, IL","LAS","Las Vegas, NV","2230",-15.00,0.00,0.00,0.00,,,,,,
2019,4,21,7,"AA","N936AN","ORD","Chicago, IL","LAS","Las Vegas, NV","2250",5.00,5.00,0.00,0.00,,,,,,
2019,4,22,1,"AA","N346PR","ORD","Chicago, IL","LAS","Las Vegas, NV","2241",-4.00,0.00,0.00,0.00,,,,,,
2019,4,23,2,"AA","N880NN","ORD","Chicago, IL","LAS","Las Vegas, NV","2221",-24.00,0.00,0.00,0.00,,,,,,
2019,4,24,3,"AA","N957NN","ORD","Chicago, IL","LAS","Las Vegas, NV","2258",13.00,13.00,0.00,0.00,,,,,,
2019,4,25,4,"AA","N898NN","ORD","Chicago, IL","LAS","Las Vegas, NV","2235",-10.00,0.00,0.00,0.00,,,,,,
2019,4,26,5,"AA","N856NN","ORD","Chicago, IL","LAS","Las Vegas, NV","2251",6.00,6.00,0.00,0.00,,,,,,
2019,4,28,7,"AA","N973AN","ORD","Chicago, IL","LAS","Las Vegas, NV","0033",108.00,108.00,1.00,0.00,13.00,0.00,5.00,0.00,90.00,
2019,4,29,1,"AA","N803NN","ORD","Chicago, IL","LAS","Las Vegas, NV","2326",41.00,41.00,1.00,0.00,2.00,0.00,0.00,0.00,39.00,
2019,4,30,2,"AA","N954NN","ORD","Chicago, IL","LAS","Las Vegas, NV","0156",191.00,191.00,1.00,0.00,189.00,0.00,2.00,0.00,0.00,
2019,4,4,4,"AA","N900UW","DFW","Dallas/Fort Worth, TX","LAS","Las Vegas, NV","1817",-7.00,0.00,0.00,0.00,,,,,,
2019,4,5,5,"AA","N901AA","DFW","Dallas/Fort Worth, TX","LAS","Las Vegas, NV","1813",-11.00,0.00,0.00,0.00,,,,,,
2019,4,11,4,"AA","N146AA","DFW","Dallas/Fort Worth, TX","LAS","Las Vegas, NV","1840",16.00,16.00,1.00,0.00,13.00,0.00,3.00,0.00,0.00,
2019,4,12,5,"AA","N146AA","DFW","Dallas/Fort Worth, TX","LAS","Las Vegas, NV","1852",28.00,28.00,1.00,0.00,28.00,0.00,0.00,0.00,0.00,
2019,4,18,4,"AA","N841AN","DFW","Dallas/Fort Worth, TX","LAS","Las Vegas, NV","1829",5.00,5.00,0.00,0.00,,,,,,
2019,4,19,5,"AA","N997AA","DFW","Dallas/Fort Worth, TX","LAS","Las Vegas, NV","1811",-13.00,0.00,0.00,0.00,,,,,,
2019,4,25,4,"AA","N989AU","DFW","Dallas/Fort Worth, TX","LAS","Las Vegas, NV","1815",-9.00,0.00,0.00,0.00,,,,,,
2019,4,26,5,"AA","N167AN","DFW","Dallas/Fort Worth, TX","LAS","Las Vegas, NV","1806",-18.00,0.00,0.00,0.00,,,,,,
