Detailed Statistics Arrivals  
Destination Airport: Los Angeles, CA: Los Angeles International (LAX)
Airline: Frontier Airlines Inc. (F9)
Month(s): January, February, March, April, May, June, July, August, September, October, November, and December
Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and 31
Year(s): 2019

Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Origin Airport,Scheduled Arrival Time,Actual Arrival Time,Scheduled Elapsed Time (Minutes),Actual Elapsed Time (Minutes),Arrival Delay (Minutes),Wheels-on Time,Taxi-In time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
"F9","03/28/2019","0409","N941FR","DEN","23:45","00:01","161","158","16","23:47","14","16","0","0","0","0"
"F9","03/28/2019","1515","N329FR","ATL","11:24","11:00","313","293","-24","10:49","11","0","0","0","0","0"
"F9","03/29/2019","0409","N939FR","DEN","23:45","00:09","161","177","24","23:54","15","8","0","16","0","0"
"F9","03/30/2019","0405","N311FR","DEN","17:08","16:43","158","138","-25","16:35","8","0","0","0","0","0"
"F9","03/30/2019","0409","N941FR","DEN","23:45","23:16","161","141","-29","23:07","9","0","0","0","0","0"
"F9","03/31/2019","0403","N216FR","DEN","09:45","09:16","165","143","-29","09:02","14","0","0","0","0","0"
"F9","03/31/2019","0409","N943FR","DEN","23:45","23:41","161","166","-4","23:08","33","0","0","0","0","0"
"F9","03/31/2019","1515","N206FR","ATL","11:24","11:11","313","307","-13","11:04","7","0","0","0","0","0"
"F9","04/01/2019","0409","N943FR","DEN","23:45","23:26","161","144","-19","23:19","7","0","0","0","0","0"
"F9","04/02/2019","0403","N311FR","DEN","09:45","09:20","165","148","-25","09:14","6","0","0","0","0","0"
"F9","04/02/2019","0409","N939FR","DEN","23:45","23:34","161","146","-11","23:27","7","0","0","0","0","0"
"F9","04/02/2019","1515","N210FR","ATL","11:24","11:05","313","299","-19","10:59","6","0","0","0","0","0"
"F9","04/03/2019","0409","N949FR","DEN","23:45","23:25","161","149","-20","23:16","9","0","0","0","0","0"
"F9","04/04/2019","0403","N210FR","DEN","09:45","09:14","165","142","-31","09:05","9","0","0","0","0","0"
"F9","04/04/2019","0409","N943FR","DEN","23:45","23:36","161","145","-9","23:26","10","0","0","0","0","0"
"F9","04/04/2019","1515","N332FR","ATL","11:24","11:07","313","298","-17","10:54","13","0","0","0","0","0"
"F9","04/05/2019","0409","N316FR","DEN","23:45","23:35","161","162","-10","23:07","28","0","0","0","0","0"
"F9","04/06/2019","0409","N227FR","DEN","23:45","23:37","161","150","-8","23:18","19","0","0","0","0","0"
"F9","04/07/2019","0403","N324FR","DEN","09:45","09:13","165","142","-32","09:05","8","0","0","0","0","0"
"F9","04/07/2019","0409","N938FR","DEN","23:45","23:29","161","140","-16","23:21","8","0","0","0","0","0"
"F9","04/07/2019","1515","N216FR","ATL","11:24","11:04","313","287","-20","10:49","15","0","0","0","0","0"
"F9","04/08/2019","0409","N938FR","DEN","23:45","00:06","161","183","21","23:21","45","0","0","21","0","0"
"F9","04/09/2019","0403","N307FR","DEN","09:45","09:24","165","150","-21","09:17","7","0","0","0","0","0"
"F9","04/09/2019","0409","N949FR","DEN","23:45","23:29","161","152","-16","23:20","9","0","0","0","0","0"
"F9","04/09/2019","1515","N301FR","ATL","11:24","12:25","313","305","61","12:14","11","0","0","0","0","61"
"F9","04/10/2019","0409","N910FR","DEN","23:45","23:59","161","178","14","23:49","10","0","0","0","0","0"
