,YEAR,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,TAIL_NUM,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
14923,2019,1,3,4,DL,N594NW,ATL,"Atlanta, GA",LAS,"Las Vegas, NV",2239.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14922,2019,1,3,4,DL,N702TW,JFK,"New York, NY",LAS,"Las Vegas, NV",1128.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14921,2019,1,3,4,DL,N357DN,LAS,"Las Vegas, NV",SLC,"Salt Lake City, UT",1942.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14936,2019,1,3,4,DL,N3753,BOS,"Boston, MA",LAS,"Las Vegas, NV",1455.0,36.0,36.0,1.0,36.0,0.0,0.0,0.0,0.0
14937,2019,1,3,4,DL,N835DN,JFK,"New York, NY",LAS,"Las Vegas, NV",1820.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5936,2019,1,3,4,NK,N504NK,SAN,"San Diego, CA",LAS,"Las Vegas, NV",812.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
14938,2019,1,3,4,DL,N607AT,LAS,"Las Vegas, NV",SEA,"Seattle, WA",2112.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22900,2019,1,3,4,G4,337NV,GFK,"Grand Forks, ND",LAS,"Las Vegas, NV",2119.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22895,2019,1,3,4,G4,319NV,BLV,"Belleville, IL",LAS,"Las Vegas, NV",1441.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28088,2019,1,3,4,YV,N85354,IAH,"Houston, TX",RNO,"Reno, NV",1142.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5675,2019,1,3,4,NK,N523NK,LAS,"Las Vegas, NV",SAN,"San Diego, CA",2200.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5706,2019,1,3,4,NK,N523NK,MSY,"New Orleans, LA",LAS,"Las Vegas, NV",1937.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5731,2019,1,3,4,NK,N682NK,DTW,"Detroit, MI",LAS,"Las Vegas, NV",1201.0,-33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5762,2019,1,3,4,NK,N648NK,LAS,"Las Vegas, NV",PDX,"Portland, OR",2245.0,-29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5799,2019,1,3,4,NK,N656NK,LAS,"Las Vegas, NV",PHL,"Philadelphia, PA",1847.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14919,2019,1,3,4,DL,N320DN,SLC,"Salt Lake City, UT",LAS,"Las Vegas, NV",1139.0,-22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5830,2019,1,3,4,NK,N691NK,LAS,"Las Vegas, NV",ORD,"Chicago, IL",1413.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
5861,2019,1,3,4,NK,N532NK,LAS,"Las Vegas, NV",ORD,"Chicago, IL",631.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14943,2019,1,3,4,DL,N910DN,MSP,"Minneapolis, MN",LAS,"Las Vegas, NV",1004.0,-48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14942,2019,1,3,4,DL,N910DN,LAS,"Las Vegas, NV",MSP,"Minneapolis, MN",1628.0,-19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5883,2019,1,3,4,NK,N516NK,ORD,"Chicago, IL",LAS,"Las Vegas, NV",2256.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14941,2019,1,3,4,DL,N369NB,SEA,"Seattle, WA",LAS,"Las Vegas, NV",1333.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14940,2019,1,3,4,DL,N369NB,LAS,"Las Vegas, NV",SEA,"Seattle, WA",1652.0,-23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5905,2019,1,3,4,NK,N504NK,LAS,"Las Vegas, NV",MSY,"New Orleans, LA",1436.0,15.0,15.0,1.0,10.0,0.0,5.0,0.0,0.0
14939,2019,1,3,4,DL,N607AT,SEA,"Seattle, WA",LAS,"Las Vegas, NV",1739.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14944,2019,1,3,4,DL,N3753,LAS,"Las Vegas, NV",BOS,"Boston, MA",2349.0,40.0,40.0,1.0,9.0,0.0,0.0,0.0,31.0
25946,2019,1,3,4,WN,N291WN,LAS,"Las Vegas, NV",SMF,"Sacramento, CA",1852.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25947,2019,1,3,4,WN,N919WN,LAS,"Las Vegas, NV",SMF,"Sacramento, CA",1144.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
25948,2019,1,3,4,WN,N907WN,LAS,"Las Vegas, NV",SMF,"Sacramento, CA",1302.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
13963,2019,1,3,4,F9,N949FR,LAS,"Las Vegas, NV",OMA,"Omaha, NE",1742.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13962,2019,1,3,4,F9,N941FR,LAS,"Las Vegas, NV",DEN,"Denver, CO",1324.0,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13961,2019,1,3,4,F9,N941FR,DEN,"Denver, CO",LAS,"Las Vegas, NV",936.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13960,2019,1,3,4,F9,N721FR,CLE,"Cleveland, OH",LAS,"Las Vegas, NV",2136.0,-23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13959,2019,1,3,4,F9,N721FR,LAS,"Las Vegas, NV",STL,"St. Louis, MO",448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13958,2019,1,3,4,F9,N720FR,LAS,"Las Vegas, NV",CLE,"Cleveland, OH",507.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
13957,2019,1,3,4,F9,N720FR,STL,"St. Louis, MO",LAS,"Las Vegas, NV",1812.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13956,2019,1,3,4,F9,N714FR,LAS,"Las Vegas, NV",DEN,"Denver, CO",12.0,102.0,102.0,1.0,0.0,0.0,0.0,0.0,102.0
13955,2019,1,3,4,F9,N714FR,DEN,"Denver, CO",LAS,"Las Vegas, NV",2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13954,2019,1,3,4,F9,N343FR,LAS,"Las Vegas, NV",RDU,"Raleigh/Durham, NC",717.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
13953,2019,1,3,4,F9,N343FR,JAX,"Jacksonville, FL",LAS,"Las Vegas, NV",2230.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13952,2019,1,3,4,F9,N341FR,LAS,"Las Vegas, NV",DEN,"Denver, CO",532.0,67.0,67.0,1.0,67.0,0.0,0.0,0.0,0.0
13951,2019,1,3,4,F9,N336FR,ATL,"Atlanta, GA",LAS,"Las Vegas, NV",1533.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13950,2019,1,3,4,F9,N336FR,LAS,"Las Vegas, NV",ATL,"Atlanta, GA",700.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
13949,2019,1,3,4,F9,N336FR,LAS,"Las Vegas, NV",CVG,"Cincinnati, OH",2315.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13948,2019,1,3,4,F9,N331FR,RDU,"Raleigh/Durham, NC",LAS,"Las Vegas, NV",2232.0,-27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13947,2019,1,3,4,F9,N328FR,LAS,"Las Vegas, NV",SAT,"San Antonio, TX",2043.0,-19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13964,2019,1,3,4,F9,N949FR,OMA,"Omaha, NE",LAS,"Las Vegas, NV",1155.0,-24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13946,2019,1,3,4,F9,N328FR,MSN,"Madison, WI",LAS,"Las Vegas, NV",1453.0,-35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17118,2019,1,3,4,NK,N637NK,TPA,"Tampa, FL",LAS,"Las Vegas, NV",847.0,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25830,2019,1,3,4,WN,N405WN,LAS,"Las Vegas, NV",LAX,"Los Angeles, CA",704.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25843,2019,1,3,4,WN,N485WN,LAS,"Las Vegas, NV",LIT,"Little Rock, AR",1904.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17012,2019,1,3,4,NK,N648NK,SEA,"Seattle, WA",LAS,"Las Vegas, NV",825.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
25842,2019,1,3,4,WN,N7878A,LAS,"Las Vegas, NV",LGB,"Long Beach, CA",1115.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25841,2019,1,3,4,WN,N7878A,LAS,"Las Vegas, NV",LGB,"Long Beach, CA",1509.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25840,2019,1,3,4,WN,N7878A,LAS,"Las Vegas, NV",LGB,"Long Beach, CA",1929.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
25839,2019,1,3,4,WN,N219WN,LAS,"Las Vegas, NV",LBB,"Lubbock, TX",1807.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25838,2019,1,3,4,WN,N905WN,LAS,"Las Vegas, NV",LAX,"Los Angeles, CA",2056.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17043,2019,1,3,4,NK,N648NK,CLE,"Cleveland, OH",LAS,"Las Vegas, NV",1830.0,-25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25837,2019,1,3,4,WN,N955WN,LAS,"Las Vegas, NV",LAX,"Los Angeles, CA",1907.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25836,2019,1,3,4,WN,N917WN,LAS,"Las Vegas, NV",LAX,"Los Angeles, CA",2319.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
25835,2019,1,3,4,WN,N8698B,LAS,"Las Vegas, NV",LAX,"Los Angeles, CA",1104.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17068,2019,1,3,4,NK,N641NK,DTW,"Detroit, MI",LAS,"Las Vegas, NV",650.0,-46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25834,2019,1,3,4,WN,N788SA,LAS,"Las Vegas, NV",LAX,"Los Angeles, CA",857.0,37.0,37.0,1.0,26.0,0.0,11.0,0.0,0.0
25833,2019,1,3,4,WN,N7750A,LAS,"Las Vegas, NV",LAX,"Los Angeles, CA",1605.0,20.0,20.0,1.0,7.0,0.0,0.0,0.0,13.0
25832,2019,1,3,4,WN,N7887A,LAS,"Las Vegas, NV",LAX,"Los Angeles, CA",1425.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
17093,2019,1,3,4,NK,N641NK,LAS,"Las Vegas, NV",SAN,"San Diego, CA",917.0,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25831,2019,1,3,4,WN,N221WN,LAS,"Las Vegas, NV",LAX,"Los Angeles, CA",1705.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25829,2019,1,3,4,WN,N8327A,LAS,"Las Vegas, NV",IND,"Indianapolis, IN",1555.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
13945,2019,1,3,4,F9,N328FR,LAS,"Las Vegas, NV",MSN,"Madison, WI",1249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13944,2019,1,3,4,F9,N328FR,SAT,"San Antonio, TX",LAS,"Las Vegas, NV",2232.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13943,2019,1,3,4,F9,N326FR,LAS,"Las Vegas, NV",SMF,"Sacramento, CA",1847.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
25826,2019,1,3,4,WN,N937WN,LAS,"Las Vegas, NV",HOU,"Houston, TX",25.0,50.0,50.0,1.0,8.0,0.0,0.0,0.0,42.0
25825,2019,1,3,4,WN,N8512U,LAS,"Las Vegas, NV",HOU,"Houston, TX",1539.0,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25824,2019,1,3,4,WN,N8509U,LAS,"Las Vegas, NV",HOU,"Houston, TX",1843.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
17149,2019,1,3,4,NK,N650NK,LAS,"Las Vegas, NV",TPA,"Tampa, FL",426.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25823,2019,1,3,4,WN,N428WN,LAS,"Las Vegas, NV",GEG,"Spokane, WA",1629.0,-21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25822,2019,1,3,4,WN,N8714Q,LAS,"Las Vegas, NV",GEG,"Spokane, WA",2312.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
25821,2019,1,3,4,WN,N7747C,LAS,"Las Vegas, NV",ELP,"El Paso, TX",1133.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25820,2019,1,3,4,WN,N417WN,LAS,"Las Vegas, NV",ELP,"El Paso, TX",2328.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
25819,2019,1,3,4,WN,N8600F,LAS,"Las Vegas, NV",DTW,"Detroit, MI",1927.0,22.0,22.0,1.0,18.0,0.0,4.0,0.0,0.0
25818,2019,1,3,4,WN,N7865A,LAS,"Las Vegas, NV",DSM,"Des Moines, IA",1516.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
25817,2019,1,3,4,WN,N7823A,LAS,"Las Vegas, NV",DEN,"Denver, CO",1009.0,24.0,24.0,1.0,0.0,0.0,3.0,0.0,21.0
25816,2019,1,3,4,WN,N278WN,LAS,"Las Vegas, NV",DEN,"Denver, CO",1406.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
25815,2019,1,3,4,WN,N440LV,LAS,"Las Vegas, NV",DEN,"Denver, CO",1051.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25814,2019,1,3,4,WN,N264LV,LAS,"Las Vegas, NV",DEN,"Denver, CO",2135.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
25813,2019,1,3,4,WN,N8725L,LAS,"Las Vegas, NV",DEN,"Denver, CO",1903.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
25812,2019,1,3,4,WN,N475WN,LAS,"Las Vegas, NV",DEN,"Denver, CO",2324.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25811,2019,1,3,4,WN,N8308K,LAS,"Las Vegas, NV",DEN,"Denver, CO",1528.0,23.0,23.0,1.0,16.0,0.0,0.0,0.0,7.0
25827,2019,1,3,4,WN,N561WN,LAS,"Las Vegas, NV",HOU,"Houston, TX",1204.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25828,2019,1,3,4,WN,N490WN,LAS,"Las Vegas, NV",ICT,"Wichita, KS",1703.0,33.0,33.0,1.0,25.0,0.0,8.0,0.0,0.0
13923,2019,1,3,4,F9,N205FR,LAS,"Las Vegas, NV",COS,"Colorado Springs, CO",1147.0,-24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13924,2019,1,3,4,F9,N205FR,COS,"Colorado Springs, CO",LAS,"Las Vegas, NV",1912.0,-35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13942,2019,1,3,4,F9,N326FR,CVG,"Cincinnati, OH",LAS,"Las Vegas, NV",1541.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13941,2019,1,3,4,F9,N326FR,SMF,"Sacramento, CA",LAS,"Las Vegas, NV",2055.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
13940,2019,1,3,4,F9,N322FR,LAS,"Las Vegas, NV",MCO,"Orlando, FL",708.0,101.0,101.0,1.0,101.0,0.0,0.0,0.0,0.0
13939,2019,1,3,4,F9,N322FR,ORD,"Chicago, IL",LAS,"Las Vegas, NV",2014.0,-33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13938,2019,1,3,4,F9,N317FR,IAD,"Washington, DC",LAS,"Las Vegas, NV",1224.0,-24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13937,2019,1,3,4,F9,N317FR,LAS,"Las Vegas, NV",AUS,"Austin, TX",1825.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13936,2019,1,3,4,F9,N317FR,AUS,"Austin, TX",LAS,"Las Vegas, NV",2016.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13935,2019,1,3,4,F9,N310FR,DEN,"Denver, CO",LAS,"Las Vegas, NV",2259.0,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25844,2019,1,3,4,WN,N7709A,LAS,"Las Vegas, NV",MAF,"Midland/Odessa, TX",1315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13934,2019,1,3,4,F9,N303FR,SJC,"San Jose, CA",LAS,"Las Vegas, NV",2335.0,114.0,114.0,1.0,81.0,0.0,33.0,0.0,0.0
13932,2019,1,3,4,F9,N303FR,LAS,"Las Vegas, NV",SJC,"San Jose, CA",1926.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13931,2019,1,3,4,F9,N303FR,TPA,"Tampa, FL",LAS,"Las Vegas, NV",1708.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
13930,2019,1,3,4,F9,N303FR,LAS,"Las Vegas, NV",TPA,"Tampa, FL",1420.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
13929,2019,1,3,4,F9,N232FR,LAS,"Las Vegas, NV",IAD,"Washington, DC",1547.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13928,2019,1,3,4,F9,N227FR,LAS,"Las Vegas, NV",ORD,"Chicago, IL",624.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
13927,2019,1,3,4,F9,N206FR,IND,"Indianapolis, IN",LAS,"Las Vegas, NV",1148.0,-57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13926,2019,1,3,4,F9,N206FR,LAS,"Las Vegas, NV",IND,"Indianapolis, IN",2009.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
13925,2019,1,3,4,F9,N205FR,MCO,"Orlando, FL",LAS,"Las Vegas, NV",744.0,-40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13933,2019,1,3,4,F9,N303FR,LAS,"Las Vegas, NV",JAX,"Jacksonville, FL",735.0,95.0,95.0,1.0,0.0,0.0,14.0,0.0,81.0
25845,2019,1,3,4,WN,N479WN,LAS,"Las Vegas, NV",MCI,"Kansas City, MO",2123.0,23.0,23.0,1.0,0.0,0.0,0.0,0.0,23.0
25846,2019,1,3,4,WN,N8523W,LAS,"Las Vegas, NV",MCI,"Kansas City, MO",7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
25847,2019,1,3,4,WN,N201LV,LAS,"Las Vegas, NV",MCI,"Kansas City, MO",1810.0,65.0,65.0,1.0,59.0,0.0,6.0,0.0,0.0
25971,2019,1,3,4,WN,N928WN,LAX,"Los Angeles, CA",LAS,"Las Vegas, NV",2122.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25972,2019,1,3,4,WN,N264LV,LAX,"Los Angeles, CA",LAS,"Las Vegas, NV",1801.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
25973,2019,1,3,4,WN,N278WN,LAX,"Los Angeles, CA",LAS,"Las Vegas, NV",1029.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
25974,2019,1,3,4,WN,N7749B,LAX,"Los Angeles, CA",RNO,"Reno, NV",1036.0,-19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25975,2019,1,3,4,WN,N8712L,LAX,"Los Angeles, CA",RNO,"Reno, NV",1920.0,15.0,15.0,1.0,0.0,0.0,3.0,0.0,12.0
25976,2019,1,3,4,WN,N925WN,LAX,"Los Angeles, CA",RNO,"Reno, NV",2206.0,-19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25977,2019,1,3,4,WN,N219WN,LBB,"Lubbock, TX",LAS,"Las Vegas, NV",1846.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25978,2019,1,3,4,WN,N7878A,LGB,"Long Beach, CA",LAS,"Las Vegas, NV",1721.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25979,2019,1,3,4,WN,N7878A,LGB,"Long Beach, CA",LAS,"Las Vegas, NV",1301.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25980,2019,1,3,4,WN,N7878A,LGB,"Long Beach, CA",LAS,"Las Vegas, NV",935.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25981,2019,1,3,4,WN,N8692F,LIT,"Little Rock, AR",LAS,"Las Vegas, NV",1640.0,-25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25982,2019,1,3,4,WN,N907WN,MAF,"Midland/Odessa, TX",LAS,"Las Vegas, NV",1052.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
25983,2019,1,3,4,WN,N8698B,MCI,"Kansas City, MO",LAS,"Las Vegas, NV",814.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25984,2019,1,3,4,WN,N7829B,MCI,"Kansas City, MO",LAS,"Las Vegas, NV",1200.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25985,2019,1,3,4,WN,N8660A,MCI,"Kansas City, MO",LAS,"Las Vegas, NV",1533.0,-32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25986,2019,1,3,4,WN,N478WN,MCI,"Kansas City, MO",LAS,"Las Vegas, NV",1952.0,-23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25884,2019,1,3,4,WN,N7735A,LAS,"Las Vegas, NV",PHX,"Phoenix, AZ",1646.0,16.0,16.0,1.0,0.0,0.0,0.0,0.0,16.0
25970,2019,1,3,4,WN,N928WN,LAX,"Los Angeles, CA",LAS,"Las Vegas, NV",1137.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25969,2019,1,3,4,WN,N229WN,LAX,"Los Angeles, CA",LAS,"Las Vegas, NV",1411.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25968,2019,1,3,4,WN,N497WN,LAX,"Los Angeles, CA",LAS,"Las Vegas, NV",2041.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
25967,2019,1,3,4,WN,N922WN,LAX,"Los Angeles, CA",LAS,"Las Vegas, NV",748.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
25949,2019,1,3,4,WN,N7837A,LAS,"Las Vegas, NV",SNA,"Santa Ana, CA",2235.0,135.0,135.0,1.0,96.0,0.0,0.0,0.0,39.0
25950,2019,1,3,4,WN,N483WN,LAS,"Las Vegas, NV",SNA,"Santa Ana, CA",1706.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
25951,2019,1,3,4,WN,N487WN,LAS,"Las Vegas, NV",SNA,"Santa Ana, CA",1555.0,15.0,15.0,1.0,15.0,0.0,0.0,0.0,0.0
25952,2019,1,3,4,WN,N945WN,LAS,"Las Vegas, NV",SNA,"Santa Ana, CA",840.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25953,2019,1,3,4,WN,N954WN,LAS,"Las Vegas, NV",SNA,"Santa Ana, CA",1206.0,61.0,61.0,1.0,0.0,0.0,0.0,0.0,61.0
25954,2019,1,3,4,WN,N7829B,LAS,"Las Vegas, NV",SNA,"Santa Ana, CA",1343.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25955,2019,1,3,4,WN,N436WN,LAS,"Las Vegas, NV",SNA,"Santa Ana, CA",2133.0,-17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25956,2019,1,3,4,WN,N8641B,LAS,"Las Vegas, NV",STL,"St. Louis, MO",1906.0,21.0,21.0,1.0,17.0,0.0,4.0,0.0,0.0
25883,2019,1,3,4,WN,N8581Z,LAS,"Las Vegas, NV",PHX,"Phoenix, AZ",1503.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25957,2019,1,3,4,WN,N927WN,LAS,"Las Vegas, NV",STL,"St. Louis, MO",32.0,42.0,42.0,1.0,38.0,0.0,4.0,0.0,0.0
25959,2019,1,3,4,WN,N8532S,LAS,"Las Vegas, NV",TPA,"Tampa, FL",2257.0,37.0,37.0,1.0,2.0,0.0,0.0,0.0,35.0
25960,2019,1,3,4,WN,N8503A,LAS,"Las Vegas, NV",TUL,"Tulsa, OK",1910.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
25961,2019,1,3,4,WN,N428WN,LAS,"Las Vegas, NV",TUS,"Tucson, AZ",2319.0,34.0,34.0,1.0,29.0,0.0,0.0,0.0,5.0
25962,2019,1,3,4,WN,N7741C,LAS,"Las Vegas, NV",TUS,"Tucson, AZ",1852.0,27.0,27.0,1.0,26.0,0.0,0.0,0.0,1.0
25963,2019,1,3,4,WN,N264LV,LAS,"Las Vegas, NV",TUS,"Tucson, AZ",1449.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25964,2019,1,3,4,WN,N944WN,LAS,"Las Vegas, NV",TUS,"Tucson, AZ",1146.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25965,2019,1,3,4,WN,N479WN,LAX,"Los Angeles, CA",LAS,"Las Vegas, NV",1608.0,38.0,38.0,1.0,20.0,0.0,0.0,0.0,18.0
25966,2019,1,3,4,WN,N703SW,LAX,"Los Angeles, CA",LAS,"Las Vegas, NV",2315.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25958,2019,1,3,4,WN,N8638A,LAS,"Las Vegas, NV",STL,"St. Louis, MO",1324.0,24.0,24.0,1.0,19.0,0.0,5.0,0.0,0.0
25809,2019,1,3,4,WN,N7716A,LAS,"Las Vegas, NV",DEN,"Denver, CO",1624.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
16751,2019,1,3,4,NK,N620NK,LAS,"Las Vegas, NV",SEA,"Seattle, WA",1610.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25881,2019,1,3,4,WN,N497WN,LAS,"Las Vegas, NV",PDX,"Portland, OR",2334.0,19.0,19.0,1.0,19.0,0.0,0.0,0.0,0.0
25862,2019,1,3,4,WN,N7741C,LAS,"Las Vegas, NV",OAK,"Oakland, CA",2126.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
16894,2019,1,3,4,NK,N626NK,LAS,"Las Vegas, NV",FLL,"Fort Lauderdale, FL",619.0,19.0,19.0,1.0,6.0,0.0,1.0,0.0,12.0
25861,2019,1,3,4,WN,N229WN,LAS,"Las Vegas, NV",MSY,"New Orleans, LA",2029.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
