,YEAR,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,TAIL_NUM,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
26120,2019,1,22,2,WN,N8694E,ATL,"Atlanta, GA",LAS,"Las Vegas, NV",1447.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26121,2019,1,22,2,WN,N8731J,ATL,"Atlanta, GA",LAS,"Las Vegas, NV",754.0,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26122,2019,1,22,2,WN,N8539V,AUS,"Austin, TX",LAS,"Las Vegas, NV",1057.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26123,2019,1,22,2,WN,N7880D,AUS,"Austin, TX",LAS,"Las Vegas, NV",2105.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
26124,2019,1,22,2,WN,N8503A,AUS,"Austin, TX",LAS,"Las Vegas, NV",1711.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26125,2019,1,22,2,WN,N8698B,BHM,"Birmingham, AL",LAS,"Las Vegas, NV",1459.0,-21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26126,2019,1,22,2,WN,N8651A,BNA,"Nashville, TN",LAS,"Las Vegas, NV",1900.0,70.0,70.0,1.0,49.0,0.0,0.0,0.0,21.0
10165,2019,1,22,2,AA,N951AA,LAS,"Las Vegas, NV",ORD,"Chicago, IL",106.0,256.0,256.0,1.0,0.0,0.0,232.0,0.0,24.0
26133,2019,1,22,2,WN,N7738A,BUR,"Burbank, CA",LAS,"Las Vegas, NV",1759.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26134,2019,1,22,2,WN,N710SW,BUR,"Burbank, CA",LAS,"Las Vegas, NV",2042.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23984,2019,1,22,2,OO,N135SY,SFO,"San Francisco, CA",RNO,"Reno, NV",741.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
20961,2019,1,22,2,UA,N451UA,LAS,"Las Vegas, NV",ORD,"Chicago, IL",2145.0,94.0,94.0,1.0,0.0,0.0,94.0,0.0,0.0
20962,2019,1,22,2,UA,N24202,LAS,"Las Vegas, NV",IAH,"Houston, TX",530.0,-23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20963,2019,1,22,2,UA,N12218,EWR,"Newark, NJ",LAS,"Las Vegas, NV",2029.0,-24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20964,2019,1,22,2,UA,N81449,ORD,"Chicago, IL",LAS,"Las Vegas, NV",2129.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20965,2019,1,22,2,UA,N57862,LAS,"Las Vegas, NV",ORD,"Chicago, IL",1733.0,64.0,64.0,1.0,0.0,0.0,64.0,0.0,0.0
20966,2019,1,22,2,UA,N39423,LAS,"Las Vegas, NV",LAX,"Los Angeles, CA",2008.0,-17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20967,2019,1,22,2,UA,N76503,LAS,"Las Vegas, NV",DEN,"Denver, CO",931.0,39.0,39.0,1.0,0.0,0.0,39.0,0.0,0.0
20968,2019,1,22,2,UA,N69813,LAS,"Las Vegas, NV",EWR,"Newark, NJ",1359.0,-22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17204,2019,1,22,2,NK,N536NK,SAN,"San Diego, CA",LAS,"Las Vegas, NV",1635.0,30.0,30.0,1.0,0.0,0.0,1.0,0.0,29.0
23949,2019,1,22,2,OO,N730SK,LAX,"Los Angeles, CA",RNO,"Reno, NV",1646.0,73.0,73.0,1.0,0.0,0.0,9.0,0.0,64.0
23950,2019,1,22,2,OO,N730SK,RNO,"Reno, NV",LAX,"Los Angeles, CA",1913.0,93.0,93.0,1.0,0.0,0.0,21.0,0.0,72.0
23951,2019,1,22,2,OO,N405SY,PDX,"Portland, OR",RNO,"Reno, NV",1735.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23952,2019,1,22,2,OO,N405SY,RNO,"Reno, NV",SJC,"San Jose, CA",1924.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23953,2019,1,22,2,OO,N185SY,RNO,"Reno, NV",PDX,"Portland, OR",1103.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
17198,2019,1,22,2,NK,N536NK,MSY,"New Orleans, LA",LAS,"Las Vegas, NV",1257.0,49.0,49.0,1.0,2.0,0.0,1.0,0.0,46.0
23954,2019,1,22,2,OO,N185SY,SJC,"San Jose, CA",RNO,"Reno, NV",831.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
23955,2019,1,22,2,OO,N198SY,SJC,"San Jose, CA",RNO,"Reno, NV",2021.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20960,2019,1,22,2,UA,N891UA,LAS,"Las Vegas, NV",IAD,"Washington, DC",1604.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
20959,2019,1,22,2,UA,N17229,LAX,"Los Angeles, CA",LAS,"Las Vegas, NV",1358.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20958,2019,1,22,2,UA,N53441,EWR,"Newark, NJ",LAS,"Las Vegas, NV",2129.0,-24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20957,2019,1,22,2,UA,N443UA,SFO,"San Francisco, CA",LAS,"Las Vegas, NV",1938.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20940,2019,1,22,2,UA,N69813,EWR,"Newark, NJ",LAS,"Las Vegas, NV",1800.0,-23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20941,2019,1,22,2,UA,N53441,LAS,"Las Vegas, NV",EWR,"Newark, NJ",638.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20942,2019,1,22,2,UA,N78438,LAS,"Las Vegas, NV",EWR,"Newark, NJ",1922.0,29.0,29.0,1.0,0.0,0.0,29.0,0.0,0.0
20943,2019,1,22,2,UA,N847UA,LAX,"Los Angeles, CA",LAS,"Las Vegas, NV",721.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2119,2019,1,22,2,NK,N682NK,LAS,"Las Vegas, NV",DTW,"Detroit, MI",2003.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20944,2019,1,22,2,UA,N478UA,LAS,"Las Vegas, NV",IAH,"Houston, TX",2027.0,-21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20945,2019,1,22,2,UA,N76522,SFO,"San Francisco, CA",RNO,"Reno, NV",2029.0,-22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20946,2019,1,22,2,UA,N79402,IAH,"Houston, TX",LAS,"Las Vegas, NV",1104.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23956,2019,1,22,2,OO,N178SY,RNO,"Reno, NV",SJC,"San Jose, CA",658.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20947,2019,1,22,2,UA,N75410,IAH,"Houston, TX",LAS,"Las Vegas, NV",1924.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20949,2019,1,22,2,UA,N68801,LAS,"Las Vegas, NV",SFO,"San Francisco, CA",927.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20950,2019,1,22,2,UA,N38443,DEN,"Denver, CO",LAS,"Las Vegas, NV",1510.0,-23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20951,2019,1,22,2,UA,N77525,RNO,"Reno, NV",SFO,"San Francisco, CA",708.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20952,2019,1,22,2,UA,N66808,IAD,"Washington, DC",LAS,"Las Vegas, NV",1024.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20953,2019,1,22,2,UA,N474UA,DEN,"Denver, CO",LAS,"Las Vegas, NV",1628.0,-21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20954,2019,1,22,2,UA,N69829,LAS,"Las Vegas, NV",DEN,"Denver, CO",1648.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
20955,2019,1,22,2,UA,N37419,DEN,"Denver, CO",LAS,"Las Vegas, NV",945.0,40.0,40.0,1.0,12.0,0.0,28.0,0.0,0.0
20956,2019,1,22,2,UA,N833UA,LAS,"Las Vegas, NV",IAH,"Houston, TX",1443.0,-21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20948,2019,1,22,2,UA,N62884,SFO,"San Francisco, CA",LAS,"Las Vegas, NV",1826.0,39.0,39.0,1.0,0.0,0.0,0.0,0.0,39.0
20938,2019,1,22,2,UA,N37474,LAS,"Las Vegas, NV",ORD,"Chicago, IL",117.0,222.0,222.0,1.0,0.0,0.0,222.0,0.0,0.0
23957,2019,1,22,2,OO,N261SY,LAX,"Los Angeles, CA",LAS,"Las Vegas, NV",1606.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17192,2019,1,22,2,NK,N536NK,LAS,"Las Vegas, NV",SAN,"San Diego, CA",1443.0,38.0,38.0,1.0,1.0,0.0,1.0,0.0,36.0
23979,2019,1,22,2,OO,N135SY,SFO,"San Francisco, CA",RNO,"Reno, NV",1521.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17168,2019,1,22,2,NK,N902NK,LAS,"Las Vegas, NV",TPA,"Tampa, FL",427.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23980,2019,1,22,2,OO,N149SY,LAX,"Los Angeles, CA",RNO,"Reno, NV",1906.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25003,2019,1,22,2,AA,N562UW,LAS,"Las Vegas, NV",CLT,"Charlotte, NC",1500.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26143,2019,1,22,2,WN,N8514F,BWI,"Baltimore, MD",LAS,"Las Vegas, NV",910.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14525,2019,1,22,2,HA,N391HA,LAS,"Las Vegas, NV",HNL,"Honolulu, HI",2138.0,-32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26142,2019,1,22,2,WN,N8566Z,BWI,"Baltimore, MD",LAS,"Las Vegas, NV",1731.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26141,2019,1,22,2,WN,N8329B,BWI,"Baltimore, MD",LAS,"Las Vegas, NV",1151.0,-19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26140,2019,1,22,2,WN,N937WN,BUR,"Burbank, CA",LAS,"Las Vegas, NV",2153.0,-22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26139,2019,1,22,2,WN,N240WN,BUR,"Burbank, CA",LAS,"Las Vegas, NV",1013.0,-17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26138,2019,1,22,2,WN,N937WN,BUR,"Burbank, CA",LAS,"Las Vegas, NV",1522.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26137,2019,1,22,2,WN,N964WN,BUR,"Burbank, CA",LAS,"Las Vegas, NV",1643.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26136,2019,1,22,2,WN,N711HK,BUR,"Burbank, CA",LAS,"Las Vegas, NV",859.0,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26135,2019,1,22,2,WN,N7885A,BUR,"Burbank, CA",LAS,"Las Vegas, NV",1912.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23981,2019,1,22,2,OO,N915SW,RNO,"Reno, NV",LAX,"Los Angeles, CA",1618.0,-28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23982,2019,1,22,2,OO,N952SW,DEN,"Denver, CO",RNO,"Reno, NV",1709.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23983,2019,1,22,2,OO,N135SY,RNO,"Reno, NV",SFO,"San Francisco, CA",927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23978,2019,1,22,2,OO,N149SY,RNO,"Reno, NV",LAX,"Los Angeles, CA",2119.0,-32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23977,2019,1,22,2,OO,N135SY,RNO,"Reno, NV",DEN,"Denver, CO",1913.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23976,2019,1,22,2,OO,N926SW,SFO,"San Francisco, CA",RNO,"Reno, NV",1152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23975,2019,1,22,2,OO,N926SW,RNO,"Reno, NV",SFO,"San Francisco, CA",1322.0,-23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23959,2019,1,22,2,OO,N608SK,SLC,"Salt Lake City, UT",RNO,"Reno, NV",1747.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23960,2019,1,22,2,OO,N641CA,RNO,"Reno, NV",SLC,"Salt Lake City, UT",1251.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23961,2019,1,22,2,OO,N641CA,SLC,"Salt Lake City, UT",RNO,"Reno, NV",929.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23962,2019,1,22,2,OO,N770SK,RNO,"Reno, NV",SLC,"Salt Lake City, UT",1929.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23963,2019,1,22,2,OO,N770SK,SLC,"Salt Lake City, UT",RNO,"Reno, NV",1608.0,-21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17186,2019,1,22,2,NK,N601NK,CMH,"Columbus, OH",LAS,"Las Vegas, NV",914.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23964,2019,1,22,2,OO,N261SY,LAS,"Las Vegas, NV",LAX,"Los Angeles, CA",1748.0,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23965,2019,1,22,2,OO,N260SY,LAS,"Las Vegas, NV",SNA,"Santa Ana, CA",1824.0,-23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23958,2019,1,22,2,OO,N608SK,RNO,"Reno, NV",SLC,"Salt Lake City, UT",2043.0,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23966,2019,1,22,2,OO,N260SY,SNA,"Santa Ana, CA",LAS,"Las Vegas, NV",2024.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23968,2019,1,22,2,OO,N260SY,LAS,"Las Vegas, NV",SNA,"Santa Ana, CA",833.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17180,2019,1,22,2,NK,N617NK,CLE,"Cleveland, OH",LAS,"Las Vegas, NV",1655.0,-17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23969,2019,1,22,2,OO,N260SY,SNA,"Santa Ana, CA",LAS,"Las Vegas, NV",1033.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23970,2019,1,22,2,OO,N260SY,SNA,"Santa Ana, CA",LAS,"Las Vegas, NV",1504.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23971,2019,1,22,2,OO,N952SW,RNO,"Reno, NV",SFO,"San Francisco, CA",1851.0,-25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23972,2019,1,22,2,OO,N117SY,LAS,"Las Vegas, NV",LAX,"Los Angeles, CA",654.0,-34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23973,2019,1,22,2,OO,N913SW,RNO,"Reno, NV",SFO,"San Francisco, CA",1138.0,-27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23974,2019,1,22,2,OO,N913SW,LAX,"Los Angeles, CA",RNO,"Reno, NV",1003.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23967,2019,1,22,2,OO,N260SY,LAS,"Las Vegas, NV",SNA,"Santa Ana, CA",1309.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11911,2019,1,22,2,WN,N8327A,LAS,"Las Vegas, NV",SJC,"San Jose, CA",725.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28431,2019,1,22,2,AS,N278AK,LAS,"Las Vegas, NV",SEA,"Seattle, WA",2117.0,57.0,57.0,1.0,0.0,0.0,13.0,0.0,44.0
6671,2019,1,22,2,YV,N922FJ,PHX,"Phoenix, AZ",RNO,"Reno, NV",1538.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
11987,2019,1,22,2,WN,N7831B,OAK,"Oakland, CA",LAS,"Las Vegas, NV",1307.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11986,2019,1,22,2,WN,N7835A,OAK,"Oakland, CA",LAS,"Las Vegas, NV",913.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11985,2019,1,22,2,WN,N7817J,OAK,"Oakland, CA",LAS,"Las Vegas, NV",732.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11984,2019,1,22,2,WN,N941WN,OAK,"Oakland, CA",LAS,"Las Vegas, NV",1021.0,-19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11983,2019,1,22,2,WN,N481WN,OAK,"Oakland, CA",LAS,"Las Vegas, NV",1707.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11981,2019,1,22,2,WN,N8509U,OAK,"Oakland, CA",LAS,"Las Vegas, NV",2036.0,-19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11980,2019,1,22,2,WN,N415WN,OAK,"Oakland, CA",LAS,"Las Vegas, NV",1928.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
11979,2019,1,22,2,WN,N921WN,OAK,"Oakland, CA",LAS,"Las Vegas, NV",2315.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11978,2019,1,22,2,WN,N8579Z,MSY,"New Orleans, LA",LAS,"Las Vegas, NV",1756.0,41.0,41.0,1.0,8.0,0.0,0.0,0.0,33.0
11977,2019,1,22,2,WN,N964WN,MKE,"Milwaukee, WI",LAS,"Las Vegas, NV",1334.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
11976,2019,1,22,2,WN,N8656B,MKE,"Milwaukee, WI",LAS,"Las Vegas, NV",915.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11975,2019,1,22,2,WN,N8517F,MKE,"Milwaukee, WI",LAS,"Las Vegas, NV",2014.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
11974,2019,1,22,2,WN,N8620H,MDW,"Chicago, IL",LAS,"Las Vegas, NV",1248.0,53.0,53.0,1.0,0.0,0.0,53.0,0.0,0.0
11973,2019,1,22,2,WN,N8715Q,MDW,"Chicago, IL",LAS,"Las Vegas, NV",835.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11971,2019,1,22,2,WN,N8619F,MDW,"Chicago, IL",LAS,"Las Vegas, NV",1549.0,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11970,2019,1,22,2,WN,N8625A,MDW,"Chicago, IL",LAS,"Las Vegas, NV",1936.0,31.0,31.0,1.0,1.0,0.0,0.0,0.0,30.0
11967,2019,1,22,2,WN,N8546V,MCO,"Orlando, FL",LAS,"Las Vegas, NV",831.0,-19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7422,2019,1,22,2,F9,N202FR,DEN,"Denver, CO",LAS,"Las Vegas, NV",2249.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7423,2019,1,22,2,F9,N213FR,LAS,"Las Vegas, NV",IND,"Indianapolis, IN",2003.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7424,2019,1,22,2,F9,N213FR,IND,"Indianapolis, IN",LAS,"Las Vegas, NV",1222.0,-23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7446,2019,1,22,2,F9,N715FR,DEN,"Denver, CO",LAS,"Las Vegas, NV",2022.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
7445,2019,1,22,2,F9,N713FR,LAS,"Las Vegas, NV",STL,"St. Louis, MO",457.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
7444,2019,1,22,2,F9,N713FR,CLE,"Cleveland, OH",LAS,"Las Vegas, NV",2151.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7443,2019,1,22,2,F9,N339FR,LAS,"Las Vegas, NV",IAD,"Washington, DC",1544.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7442,2019,1,22,2,F9,N332FR,LAS,"Las Vegas, NV",TPA,"Tampa, FL",1356.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7441,2019,1,22,2,F9,N332FR,TPA,"Tampa, FL",LAS,"Las Vegas, NV",1651.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7440,2019,1,22,2,F9,N324FR,LAS,"Las Vegas, NV",ORD,"Chicago, IL",558.0,-22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7439,2019,1,22,2,F9,N322FR,COS,"Colorado Springs, CO",LAS,"Las Vegas, NV",1921.0,-33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7438,2019,1,22,2,F9,N322FR,LAS,"Las Vegas, NV",COS,"Colorado Springs, CO",1205.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7437,2019,1,22,2,F9,N322FR,MCO,"Orlando, FL",LAS,"Las Vegas, NV",815.0,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11966,2019,1,22,2,WN,N8518R,MCO,"Orlando, FL",LAS,"Las Vegas, NV",1950.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7436,2019,1,22,2,F9,N316FR,MSN,"Madison, WI",LAS,"Las Vegas, NV",1534.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
7434,2019,1,22,2,F9,N309FR,AUS,"Austin, TX",LAS,"Las Vegas, NV",2011.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7433,2019,1,22,2,F9,N309FR,LAS,"Las Vegas, NV",AUS,"Austin, TX",1810.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7432,2019,1,22,2,F9,N309FR,LAS,"Las Vegas, NV",MCO,"Orlando, FL",504.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7431,2019,1,22,2,F9,N309FR,IAD,"Washington, DC",LAS,"Las Vegas, NV",1231.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7430,2019,1,22,2,F9,N307FR,LAS,"Las Vegas, NV",CVG,"Cincinnati, OH",2336.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
7429,2019,1,22,2,F9,N307FR,ATL,"Atlanta, GA",LAS,"Las Vegas, NV",1523.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7428,2019,1,22,2,F9,N307FR,LAS,"Las Vegas, NV",ATL,"Atlanta, GA",659.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
7427,2019,1,22,2,F9,N303FR,RDU,"Raleigh/Durham, NC",LAS,"Las Vegas, NV",1510.0,166.0,166.0,1.0,2.0,0.0,0.0,0.0,164.0
7426,2019,1,22,2,F9,N301FR,LAS,"Las Vegas, NV",DEN,"Denver, CO",431.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
7425,2019,1,22,2,F9,N220FR,CVG,"Cincinnati, OH",LAS,"Las Vegas, NV",1544.0,-27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7435,2019,1,22,2,F9,N316FR,LAS,"Las Vegas, NV",MSN,"Madison, WI",1240.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7447,2019,1,22,2,F9,N715FR,LAS,"Las Vegas, NV",CLE,"Cleveland, OH",445.0,-19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11965,2019,1,22,2,WN,N8696E,MCI,"Kansas City, MO",LAS,"Las Vegas, NV",1528.0,-32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11963,2019,1,22,2,WN,N959WN,MCI,"Kansas City, MO",LAS,"Las Vegas, NV",1143.0,-17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11938,2019,1,22,2,WN,N8606C,LAS,"Las Vegas, NV",TPA,"Tampa, FL",2258.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11937,2019,1,22,2,WN,N923WN,LAS,"Las Vegas, NV",STL,"St. Louis, MO",1209.0,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11713,2019,1,22,2,WN,N8695D,CLE,"Cleveland, OH",LAS,"Las Vegas, NV",813.0,-17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11714,2019,1,22,2,WN,N8639B,CMH,"Columbus, OH",LAS,"Las Vegas, NV",827.0,-23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11715,2019,1,22,2,WN,N732SW,CMH,"Columbus, OH",LAS,"Las Vegas, NV",1929.0,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11716,2019,1,22,2,WN,N8659D,DAL,"Dallas, TX",LAS,"Las Vegas, NV",709.0,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11717,2019,1,22,2,WN,N8659D,DAL,"Dallas, TX",LAS,"Las Vegas, NV",1456.0,16.0,16.0,1.0,16.0,0.0,0.0,0.0,0.0
11718,2019,1,22,2,WN,N8528Q,DAL,"Dallas, TX",LAS,"Las Vegas, NV",2038.0,-27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11719,2019,1,22,2,WN,N8510E,DAL,"Dallas, TX",LAS,"Las Vegas, NV",1011.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11720,2019,1,22,2,WN,N8313F,DAL,"Dallas, TX",LAS,"Las Vegas, NV",1926.0,31.0,31.0,1.0,0.0,0.0,0.0,0.0,31.0
11721,2019,1,22,2,WN,N8679A,DEN,"Denver, CO",LAS,"Las Vegas, NV",1411.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11722,2019,1,22,2,WN,N907WN,DEN,"Denver, CO",LAS,"Las Vegas, NV",2113.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11723,2019,1,22,2,WN,N8307K,DEN,"Denver, CO",LAS,"Las Vegas, NV",2237.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11724,2019,1,22,2,WN,N8661A,DEN,"Denver, CO",LAS,"Las Vegas, NV",1019.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
11725,2019,1,22,2,WN,N717SA,DEN,"Denver, CO",LAS,"Las Vegas, NV",1902.0,-28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11726,2019,1,22,2,WN,N944WN,DEN,"Denver, CO",LAS,"Las Vegas, NV",1534.0,-21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11727,2019,1,22,2,WN,N454WN,DEN,"Denver, CO",LAS,"Las Vegas, NV",816.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
11728,2019,1,22,2,WN,N725SW,DEN,"Denver, CO",LAS,"Las Vegas, NV",1743.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
